isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,Fund size,Volatility,1 year,3 year,5 year
IE000MGAVJV3,iShares MSCI USA Climate Transition Aware UCITS ETF USD (Acc),UCTA,5.0,equity,USD,Ireland,False,Accumulating,0.07,289.0,MSCI USA Transition Aware Select,,EUR 5 m,13.71%,+22.82%,-,-
IE000MKIH0W7,Fidelity US Quality Value UCITS ETF ACC-USD,FUSV,1.0,equity,USD,Ireland,False,Accumulating,0.2,123.0,Fidelity US Quality Value,,EUR 1 m,13.33%,+30.26%,-,-
IE000MLMNYS0,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),O4J0,3400.0,equity,USD,Ireland,False,Accumulating,0.15,504.0,S&P 500® Equal Weight,,"EUR 4,154 m",13.00%,+21.72%,+34.92%,-
IE000MU0FDZ8,L&G S&P 100 UCITS ETF USD Acc,SNP1,3.0,equity,USD,Ireland,False,Accumulating,0.15,101.0,S&P 100,,EUR 4 m,-,-,-,-
IE000MW6GT38,iShares MSCI Japan Climate Transition Aware UCITS ETF USD (Acc),JCTA,9.0,equity,USD,Ireland,False,Accumulating,0.15,117.0,MSCI Japan Transition Aware Select,,EUR 10 m,19.97%,+32.07%,-,-
IE000MYCJA42,Amundi MSCI North America ESG Broad Transition UCITS ETF Acc,WEB1,576.0,equity,EUR,Ireland,False,Accumulating,0.15,561.0,MSCI North America ESG Broad CTB Select,,EUR 424 m,13.58%,+24.80%,+59.25%,+70.13%
IE000N1ZEIG9,Invesco S&P 500 CTB Net Zero Pathway ESG UCITS ETF Acc,CTBA,2.0,equity,USD,Ireland,False,Accumulating,0.09,210.0,S&P 500 Climate Transition Base Pathway-Aligned ESG,,EUR 2 m,12.57%,+26.79%,-,-
IE000N42HDP2,Invesco Global Active Defensive ESG Equity UCITS ETF Acc,LVLC,4.0,equity,USD,Ireland,False,Accumulating,0.25,371.0,Invesco Global Active Defensive ESG Equity,,EUR 3 m,9.12%,+15.94%,+41.02%,-
IE000N6I8IU2,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (acc),JEQA,59.0,equity,USD,Ireland,False,Accumulating,0.35,90.0,JPMorgan Nasdaq Equity Premium Income Active,,EUR 99 m,12.77%,+29.89%,-,-
IE000N6LBS91,UBS Core MSCI World UCITS ETF hCHF acc,WORLD,759.0,equity,CHF,Ireland,True,Accumulating,0.09,1319.0,MSCI World (CHF Hedged),,EUR 907 m,12.16%,+26.71%,-,-
IE000N990RE2,Ossiam Shiller Barclays CAPE® US Sector Screened UCITS ETF 1A/A (USD),EUPF,32.0,equity,USD,Ireland,False,Accumulating,0.75,166.0,Ossiam Shiller Barclays CAPE® US Sector Screened,,EUR 29 m,11.93%,+10.51%,-,-
IE000N9MLVT1,Xtrackers MSCI Europe Climate Transition UCITS ETF 1C,XECT,13.0,equity,EUR,Ireland,False,Accumulating,0.04,312.0,MSCI Europe Select Sustainability Screened CTB,,EUR 16 m,11.90%,+24.54%,+39.80%,-
IE000NFR7C63,iShares MSCI China Tech UCITS ETF USD (Acc),CBUK,2102.0,equity,USD,Ireland,False,Accumulating,0.45,158.0,MSCI China Technology Sub-Industries ESG Screened Select Capped,,"EUR 1,740 m",22.74%,+24.93%,+27.86%,-
IE000NITTFF2,iShares Russell 1000 Growth UCITS ETF USD (Acc),R1GR,580.0,equity,USD,Ireland,False,Accumulating,0.18,367.0,Russell 1000 Growth UCITS 30/18 Capped,,EUR 659 m,24.38%,+35.03%,-,-
IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR (A),WELJ,255.0,equity,EUR,Ireland,False,Accumulating,0.18,105.0,S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Consumer Discretionary,,EUR 249 m,17.72%,+21.77%,+39.66%,-
IE000NVVIF88,HSBC MSCI Emerging Markets Value Screened UCITS ETF USD (Acc),H41E,61.0,equity,USD,Ireland,False,Accumulating,0.35,197.0,MSCI Emerging Markets Value Select Screens Advanced,,EUR 94 m,16.51%,+61.39%,+82.82%,-
IE000O58J820,Vanguard ESG North America All Cap UCITS ETF (USD) Accumulating,V3YA,274.0,equity,USD,Ireland,False,Accumulating,0.12,1413.0,FTSE North America All Cap Choice,,EUR 244 m,15.03%,+31.01%,+64.52%,-
IE000O5FBC47,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,ZPA5,1881.0,equity,USD,Ireland,False,Accumulating,0.07,270.0,S&P 500 Net Zero 2050 Paris-Aligned ESG+,ZPA5.DE,"EUR 1,371 m",13.51%,+24.60%,-,-
IE000O8KMPM1,WisdomTree BioRevolution UCITS ETF USD Acc,WRNA,9.0,equity,USD,Ireland,False,Accumulating,0.45,83.0,WisdomTree BioRevolution ESG Screened,,EUR 11 m,26.65%,+51.53%,+4.46%,-
IE000O8S1EX4,JPMorgan Climate Change Solutions UCITS ETF USD (Acc),T3MP,69.0,equity,USD,Ireland,False,Accumulating,0.55,54.0,JP Morgan Climate Change Solutions,,EUR 78 m,13.12%,+41.49%,+46.17%,-
IE000OEF25S1,Invesco MSCI World Equal Weight UCITS ETF Acc,MWEQ,921.0,equity,USD,Ireland,False,Accumulating,0.2,1321.0,MSCI World Equal Weighted,,"EUR 1,179 m",9.51%,+24.50%,-,-
IE000OHEH5Y9,Invesco Global Enhanced Equity UCITS ETF EUR PfHdg Acc,IQGE,1.0,equity,EUR,Ireland,True,Accumulating,0.29,468.0,Invesco Global Enhanced Equity (EUR Hedged),,EUR 7 m,-,-,-,-
IE000OJ5TQP4,HANetf Future of Defence UCITS ETF,ASWC,2683.0,equity,USD,Ireland,False,Accumulating,0.49,60.0,EQM Future of Defence,,"EUR 2,715 m",18.99%,+30.28%,-,-
IE000OKVTDF7,iShares MSCI USA Value Factor Advanced UCITS ETF USD (Acc),IUVE,105.0,equity,USD,Ireland,False,Accumulating,0.2,137.0,MSCI USA Value Advanced Select,,EUR 173 m,14.67%,+36.77%,+59.29%,-
IE000ONQ3X90,Xtrackers MSCI World UCITS ETF 2C - EUR Hedged,XWEU,357.0,equity,EUR,Ireland,True,Accumulating,0.17,1454.0,MSCI World (EUR Hedged),,EUR 366 m,11.38%,+32.60%,-,-
IE000OULL4R4,UBS MSCI USA NSL UCITS ETF USD acc,CSY1,2816.0,equity,USD,Ireland,False,Accumulating,0.09,541.0,MSCI USA,CSY1.DE,"EUR 2,730 m",13.02%,+30.51%,-,-
IE000OVF8Q66,iShares Emerging Markets Equity Enhanced Active UCITS ETF USD (Acc),EGEE,737.0,equity,USD,Ireland,False,Accumulating,0.3,389.0,iShares Emerging Markets Equity Enhanced Active,,EUR 990 m,16.37%,+51.24%,-,-
IE000OXJ91D7,Ossiam Bloomberg World PAB UCITS ETF 1A (USD),EUP1,3.0,equity,USD,Ireland,False,Accumulating,0.2,698.0,Bloomberg PAB Developed Market,,EUR 0 m,11.09%,+20.01%,-,-
IE000P1IQS65,iShares World Equity Enhanced Active UCITS ETF EUR Hedged (Acc),R730,191.0,equity,EUR,Ireland,True,Accumulating,0.3,566.0,iShares World Equity Enhanced Active (EUR Hedged),,EUR 148 m,11.45%,+31.36%,-,-
IE000P3D0W60,WisdomTree Renewable Energy UCITS ETF USD Unhedged Acc,WRNW,19.0,equity,USD,Ireland,False,Accumulating,0.45,81.0,WisdomTree Renewable Energy,,EUR 28 m,24.25%,+110.99%,-,-
IE000P4AYI47,Xtrackers MSCI World Climate Transition UCITS ETF,XCTW,22.0,equity,USD,Ireland,False,Accumulating,0.04,922.0,MSCI World Select Sustainability Screened CTB,,EUR 20 m,11.29%,+28.83%,+56.74%,-
IE000PEAJOT0,Amundi MSCI USA ESG Selection UCITS ETF Acc,SADU,458.0,equity,USD,Ireland,False,Accumulating,0.15,286.0,MSCI USA ESG Selection P-Series 5% Issuer Capped,SADU.DE,EUR 416 m,14.26%,+26.21%,+55.40%,+69.17%
IE000PJL7R74,Invesco MSCI Emerging Markets ESG Climate Paris Aligned UCITS ETF Acc,PAUM,127.0,equity,USD,Ireland,False,Accumulating,0.19,232.0,MSCI Emerging Markets ESG Climate Paris Aligned Benchmark Select,,EUR 152 m,15.42%,+39.55%,+43.14%,-
IE000PPEL1I4,Investlinx Balanced Income UCITS ETF ETF A EUR Capitalisation,LNXB,44.0,equity,EUR,Ireland,False,Accumulating,0.85,53.0,Investlinx Balanced Income,,EUR 43 m,8.21%,+6.19%,-,-
IE000PSF3A70,Xtrackers MSCI Global SDGs UCITS ETF 1C,XDGI,6.0,equity,USD,Ireland,False,Accumulating,0.35,222.0,MSCI ACWI IMI SDG Impact Select,,EUR 6 m,11.34%,+21.68%,+3.85%,-
IE000PWGE381,UBS Nasdaq-100 ESG Enhanced UCITS ETF USD acc,BCFM,2.0,equity,USD,Ireland,False,Accumulating,0.15,89.0,Nasdaq 100® Sustainable ESG Select,,EUR 2 m,17.28%,+46.92%,-,-
IE000PY7F8J9,Rize USA Environmental Impact UCITS ETF USD Acc,RIZJ,8.0,equity,USD,Ireland,False,Accumulating,0.45,83.0,Foxberry SMS USA Environmental Impact,,EUR 8 m,23.12%,+49.59%,-,-
IE000PYEKKW0,iShares MSCI Europe Quality Dividend Advanced UCITS ETF EUR (Acc),CEML,3.0,equity,EUR,Ireland,False,Accumulating,0.28,82.0,MSCI Europe High Dividend Yield Advanced Select,,EUR 7 m,-,-,-,-
IE000Q0IU5T1,Invesco S&P World Information Technology ESG UCITS ETF Acc,WDTE,25.0,equity,USD,Ireland,False,Accumulating,0.18,64.0,S&P Developed Ex-Korea LargeMidCap ESG Enhanced Information Technology,,EUR 26 m,18.06%,+40.51%,+101.02%,-
IE000Q4EBR54,SPDR S&P 400 U.S. Mid Cap Leaders UCITS ETF USD Unhedged (Acc),400X,4.0,equity,USD,Ireland,False,Accumulating,0.3,180.0,S&P MidCap 400 Scored & Screened Leaders,,EUR 4 m,-,-,-,-
IE000Q6C8036,BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF EUR Hedged Acc,ESAA,50.0,equity,EUR,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (EUR Hedged),,EUR 52 m,12.78%,+35.10%,-,-
IE000Q9W2IR3,iShares AI Adopters & Applications UCITS ETF USD (Acc),AIAA,291.0,equity,USD,Ireland,False,Accumulating,0.35,90.0,STOXX Global AI Adopters & Applications,,EUR 183 m,12.94%,+16.71%,-,-
IE000QDFFK00,AXA IM NASDAQ 100 UCITS ETF USD Acc,ANAV,1592.0,equity,USD,Ireland,False,Accumulating,0.14,101.0,Nasdaq 100®,,"EUR 1,868 m",16.60%,+40.52%,+91.58%,-
IE000QGWZZO0,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF EUR Hedged (acc),JJEH,26.0,equity,EUR,Ireland,True,Accumulating,0.25,123.0,JP Morgan Japan Research Enhanced Index Equity (ESG) (EUR Hedged),,EUR 36 m,19.73%,+55.93%,+112.87%,-
IE000QLV3SY5,Franklin MSCI Emerging Markets Paris Aligned Climate UCITS ETF ,FVEM,7.0,equity,USD,Ireland,False,Accumulating,0.18,329.0,MSCI Emerging Markets Climate Paris Aligned,,EUR 7 m,15.95%,+48.25%,+54.48%,-
IE000QMIHY81,HSBC MSCI World UCITS ETF EUR Hedged (Acc),H41H,653.0,equity,EUR,Ireland,True,Accumulating,0.16,1285.0,MSCI World (EUR Hedged),,EUR 657 m,11.29%,+33.13%,+64.91%,-
IE000QUOSE01,Vanguard ESG Developed Europe All Cap UCITS ETF (EUR) Accumulating,V3DA,134.0,equity,EUR,Ireland,False,Accumulating,0.12,988.0,FTSE Developed Europe All Cap Choice,,EUR 125 m,12.47%,+22.55%,+41.03%,-
IE000QWCYQT0,Amundi MSCI World Screened UCITS ETF Acc,WLSC,991.0,equity,USD,Ireland,False,Accumulating,0.2,1145.0,MSCI World Screened Select ex Thermal Coal,,"EUR 1,184 m",-,-,-,-
IE000R3K9FF7,iShares MSCI World ESG Enhanced CTB UCITS ETF EUR Hedged (Acc),CEMN,188.0,equity,EUR,Ireland,True,Accumulating,0.23,1124.0,MSCI World ESG Enhanced Focus CTB (EUR Hedged),,EUR 234 m,-,-,-,-
IE000R4ZNTN3,iShares MSCI World ex-USA UCITS ETF USD (Acc),IXUA,1933.0,equity,USD,Ireland,False,Accumulating,0.15,776.0,MSCI World ex USA,,"EUR 2,671 m",10.80%,+30.46%,-,-
IE000R7HJVO6,iShares US Equity Enhanced Active UCITS ETF EUR Hedged (Acc),QN10,8.0,equity,EUR,Ireland,True,Accumulating,0.2,254.0,iShares US Equity Enhanced Active (EUR Hedged),,EUR 7 m,13.28%,+31.41%,-,-
IE000R85HL30,Amundi MSCI USA SRI Climate Paris Aligned UCITS ETF Acc,WEBD,342.0,equity,EUR,Ireland,False,Accumulating,0.18,90.0,MSCI USA SRI Filtered PAB,,EUR 312 m,14.34%,+17.07%,+25.03%,+39.15%
IE000R9FA4A0,iShares S&P 500 Scored and Screened UCITS ETF USD (Acc),ZA30,392.0,equity,USD,Ireland,False,Accumulating,0.07,314.0,S&P 500 Scored & Screened,,EUR 434 m,12.67%,+32.70%,+65.10%,-
IE000RC2UNU0,JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF CHF Hedged (acc),JSGC,1.0,equity,CHF,Ireland,True,Accumulating,0.25,423.0,JP Morgan Global Research Enhanced Index Equity SRI Paris Aligned (CHF Hedged),,EUR 8 m,11.93%,+24.80%,-,-
IE000RLUE8E9,Invesco MSCI USA ESG Climate Paris Aligned UCITS ETF Acc,PAUS,149.0,equity,USD,Ireland,False,Accumulating,0.09,79.0,MSCI USA ESG Climate Paris Aligned Benchmark Select,,EUR 145 m,14.85%,+19.65%,+43.01%,-
IE000RN58M26,iShares Metaverse UCITS ETF USD (Acc),CBUV,107.0,equity,USD,Ireland,False,Accumulating,0.5,74.0,STOXX Global Metaverse,,EUR 104 m,18.55%,+32.20%,+87.48%,-
IE000ROSD5J6,iShares Essential Metals Producers UCITS ETF USD (Acc),CEBT,700.0,equity,USD,Ireland,False,Accumulating,0.55,83.0,S&P Global Essential Metals Producers,,EUR 721 m,27.69%,+144.05%,-,-
IE000RSCXLM4,JPMorgan Active US Equity UCITS ETF USD (acc),JAUS,45.0,equity,USD,Ireland,False,Accumulating,0.39,74.0,JPMorgan Active US Equity,,EUR 40 m,13.20%,+27.44%,-,-
IE000S4A5WE2,UBS S&P 500 Climate Transition ESG UCITS ETF USD acc,BCFF,1.0,equity,USD,Ireland,False,Accumulating,0.07,309.0,S&P 500® Climate Transition Base ESG,,EUR 2 m,12.52%,+27.81%,-,-
IE000S9T0WR9,UBS Factor MSCI USA Quality Screened UCITS ETF hCHF acc,UQLTS,33.0,equity,CHF,Ireland,True,Accumulating,0.28,101.0,MSCI USA Quality ESG Low Carbon Select (CHF Hedged),,EUR 35 m,14.78%,+25.49%,-,-
IE000SB4G4I4,UBS Nasdaq-100 UCITS ETF USD acc,BCFP,77.0,equity,USD,Ireland,False,Accumulating,0.13,101.0,Nasdaq 100®,,EUR 129 m,16.30%,+40.57%,-,-
IE000SBHVL31,AXA IM ACT Biodiversity Equity UCITS ETF USD Acc,ABIT,15.0,equity,USD,Ireland,False,Accumulating,0.7,97.0,AXA IM ACT Biodiversity Equity,,EUR 15 m,11.81%,+23.56%,+34.50%,-
IE000SBU19F7,VanEck Morningstar US SMID Moat UCITS ETF A,SMTV,14.0,equity,USD,Ireland,False,Accumulating,0.49,103.0,Morningstar US Small-Mid Cap Moat Focus,,EUR 14 m,15.95%,+19.52%,-,-
IE000SGVQIZ9,HSBC MSCI Pacific ex Japan UCITS ETF USD (Acc),W450,320.0,equity,USD,Ireland,False,Accumulating,0.15,94.0,MSCI Pacific ex Japan,,EUR 447 m,12.29%,+30.17%,+33.73%,-
IE000SHR0UX9,Invesco FTSE All-World UCITS ETF CHF PfHdg Acc,FWCA,17.0,equity,CHF,Ireland,True,Accumulating,0.2,519.0,FTSE All-World (CHF Hedged),,EUR 36 m,11.28%,+28.76%,-,-
IE000SNWS0L0,iShares MSCI ACWI Screened UCITS ETF USD (Acc),IG3A,143.0,equity,USD,Ireland,False,Accumulating,0.2,1564.0,MSCI ACWI Screened,,EUR 432 m,-,-,-,-
IE000SRQBBT6,Xtrackers S&P 500 Defensive Shareholder Yield UCITS ETF 1C,XUDY,5.0,equity,USD,Ireland,False,Accumulating,0.25,98.0,S&P 500 Resilient Shareholder Yield,,EUR 5 m,-,-,-,-
IE000STJ19F2,AXA IM NASDAQ 100 UCITS ETF EUR (H) Acc,ANAE,10.0,equity,EUR,Ireland,True,Accumulating,0.2,101.0,Nasdaq 100® (EUR Hedged),,EUR 16 m,16.68%,+36.68%,-,-
IE000SU7USQ3,AXA IM MSCI World Equity PAB UCITS ETF USD Acc,AWDT,1130.0,equity,USD,Ireland,False,Accumulating,0.2,430.0,MSCI World Climate Paris Aligned,,"EUR 1,458 m",11.80%,+26.12%,-,-
IE000SVXJH05,iShares Nasdaq 100 ex-Top 30 UCITS ETF USD (Acc),J590,7.0,equity,USD,Ireland,False,Accumulating,0.3,70.0,Nasdaq-100 ex Top 30 UCITS,,EUR 7 m,15.47%,+22.08%,-,-
IE000T4LTZ00,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF EUR (acc),JREW,1.0,equity,EUR,Ireland,False,Accumulating,0.25,1032.0,JP Morgan All Country Research Enhanced Index Equity Active,,EUR 1 m,10.68%,+31.97%,-,-
IE000T5R61X5,Invesco MSCI USA Universal Screened UCITS ETF GBP Hedged Acc,ESPB,6.0,equity,GBP,Ireland,True,Accumulating,0.12,331.0,MSCI USA Universal Select Business Screens (GBP Hedged),,EUR 4 m,14.52%,+30.98%,+76.52%,-
IE000T9EOCL3,iShares MSCI World Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),CBUG,249.0,equity,USD,Ireland,False,Accumulating,0.35,2599.0,MSCI World Small Cap ESG Enhanced Focus CTB,,EUR 428 m,12.88%,+37.32%,+43.50%,-
IE000TB15RC6,UBS Core MSCI World UCITS ETF hEUR acc,BCFI,384.0,equity,EUR,Ireland,True,Accumulating,0.09,1319.0,MSCI World (EUR Hedged),,EUR 592 m,11.46%,+32.81%,-,-
IE000TD3TI26,JPMorgan Active US Value UCITS ETF USD (acc),JPVA,61.0,equity,USD,Ireland,False,Accumulating,0.5,153.0,JPMorgan Active US Value,,EUR 60 m,12.64%,+23.49%,-,-
IE000TG1LGI4,UBS MSCI World Selection UCITS ETF USD acc,CSY5,649.0,equity,USD,Ireland,False,Accumulating,0.15,649.0,MSCI World Selection,CSY5.DE,EUR 677 m,11.30%,+30.75%,-,-
IE000TI21P14,Invesco MSCI Europe ESG Climate Paris Aligned UCITS ETF Acc,PAUE,35.0,equity,EUR,Ireland,False,Accumulating,0.16,204.0,MSCI Europe ESG Climate Paris Aligned Benchmark Select,,EUR 36 m,11.86%,+21.34%,+35.54%,-
IE000TL3PL69,Xtrackers MSCI World Momentum ESG UCITS ETF,XWEM,217.0,equity,USD,Ireland,False,Accumulating,0.25,154.0,MSCI World Momentum Low Carbon SRI Screened Select,,EUR 228 m,14.14%,+36.66%,-,-
IE000TSML5I8,Xtrackers MSCI USA Screened UCITS ETF 2C - EUR Hedged,XRME,15.0,equity,EUR,Ireland,True,Accumulating,0.12,493.0,MSCI USA Select Screened (EUR Hedged),,EUR 100 m,13.85%,+33.48%,+69.93%,-
IE000TT7HZ88,AXA IM MSCI World Equity PAB UCITS ETF EUR Hedged Acc,AWDE,441.0,equity,EUR,Ireland,True,Accumulating,0.23,430.0,MSCI World Climate Paris Aligned (EUR Hedged),,EUR 212 m,12.51%,+28.00%,-,-
IE000TYGG0N6,Fidelity Global Equity Research Enhanced PAB UCITS ETF USD (Acc),FRPG,305.0,equity,USD,Ireland,False,Accumulating,0.25,350.0,Fidelity Global Equity Research Enhanced PAB,,EUR 305 m,-,-,-,-
IE000TZ4SIN6,Invesco Global Enhanced Equity UCITS ETF Acc,IQGA,333.0,equity,USD,Ireland,False,Accumulating,0.24,468.0,Invesco Global Enhanced Equity,,EUR 481 m,-,-,-,-
IE000TZT8TI0,Xtrackers Emerging Markets Net Zero Pathway Paris Aligned UCITS ETF,XEMN,13.0,equity,USD,Ireland,False,Accumulating,0.2,704.0,Solactive ISS ESG Emerging Markets Net Zero Pathway,,EUR 14 m,18.24%,+62.78%,+72.50%,-
IE000U07IGB1,Invesco Emerging Markets Enhanced Equity UCITS ETF Acc,MHQA,72.0,equity,USD,Ireland,False,Accumulating,0.29,300.0,Invesco Emerging Markets Enhanced Equity,,EUR 83 m,-,-,-,-
IE000U1MQKJ2,iShares MSCI World Quality Factor Advanced UCITS ETF USD (Acc),IWQE,91.0,equity,USD,Ireland,False,Accumulating,0.25,152.0,MSCI World Quality Advanced Select,,EUR 57 m,11.83%,+24.74%,+52.02%,-
IE000U3XZQN5,iShares MSCI Europe Climate Transition Aware UCITS ETF EUR (Acc),ECTA,6.0,equity,EUR,Ireland,False,Accumulating,0.12,285.0,MSCI Europe Transition Aware Select,,EUR 6 m,11.42%,+23.64%,-,-
IE000U58J0M1,iShares Global Clean Energy Transition UCITS ETF USD (Acc),Q8Y0,573.0,equity,USD,Ireland,False,Accumulating,0.65,99.0,S&P Global Clean Energy Transition,,EUR 704 m,21.57%,+64.13%,-6.15%,-
IE000U7L59A3,iShares MSCI USA ESG Enhanced CTB UCITS ETF EUR Hedged (Acc),CBUC,1730.0,equity,EUR,Ireland,True,Accumulating,0.1,493.0,MSCI USA ESG Enhanced Focus CTB (EUR Hedged),,"EUR 1,465 m",13.10%,+30.47%,+61.04%,-
IE000U9ODG19,iShares Global Aerospace & Defence UCITS ETF USD (Acc),5J50,1228.0,equity,USD,Ireland,False,Accumulating,0.35,78.0,S&P Developed BMI Select Aerospace & Defense 35/20 Capped,,"EUR 1,571 m",18.09%,+46.50%,-,-
IE000UATQPE2,Xtrackers MSCI World Small Cap ESG UCITS ETF 1C,XZSW,8.0,equity,USD,Ireland,False,Accumulating,0.25,1298.0,MSCI World Small Cap Low Carbon SRI Screened Select,,EUR 8 m,-,-,-,-
IE000UBAW7M3,Amundi Core S&P 500 UCITS ETF UCITS ETF Acc,CSP5,6.0,equity,USD,Ireland,False,Accumulating,0.05,501.0,S&P 500®,,EUR 20 m,13.44%,+30.84%,-,-
IE000UDFKE13,First Trust Indxx Future Economy Metals UCITS ETF Class A Accumulation,METL,3.0,equity,USD,Ireland,False,Accumulating,0.65,51.0,Indxx Global Future Economy Metals,,EUR 5 m,24.65%,+123.15%,-,-
IE000UERNJ93,HSBC PLUS Emerging Markets Equity Quant Active UCITS ETF USD Acc,H414,88.0,equity,USD,Ireland,False,Accumulating,0.3,299.0,HSBC PLUS Emerging Markets Equity Quant Active,,EUR 114 m,-,-,-,-
IE000UOXRAM8,Invesco Dow Jones Islamic Global Developed Markets UCITS ETF Acc,IGDA,969.0,equity,USD,Ireland,False,Accumulating,0.4,258.0,Dow Jones Islamic Market Developed Markets,,EUR 869 m,12.96%,+36.84%,+60.45%,-
IE000UQND7H4,HSBC MSCI World UCITS ETF USD (Acc),H4ZY,1473.0,equity,USD,Ireland,False,Accumulating,0.15,1285.0,MSCI World,,"EUR 1,611 m",10.99%,+30.41%,+59.84%,-
IE000UU299V4,HSBC MSCI Japan Climate Paris Aligned UCITS ETF,HJAP,12.0,equity,USD,Ireland,False,Accumulating,0.18,53.0,MSCI Japan Climate Paris Aligned,,EUR 11 m,19.26%,+26.10%,+30.64%,-
IE000UZCJS58,Xtrackers World Net Zero Pathway Paris Aligned UCITS ETF 1C,XNZW,132.0,equity,USD,Ireland,False,Accumulating,0.19,1053.0,Solactive ISS ESG Developed Markets Net Zero Pathway,,EUR 110 m,10.95%,+27.56%,+51.00%,-
IE000UZIKD07,JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR Hedged (acc),JGSE,17.0,equity,EUR,Ireland,True,Accumulating,0.25,423.0,JP Morgan Global Research Enhanced Index Equity SRI Paris Aligned (EUR Hedged),,EUR 15 m,11.50%,+31.03%,-,-
IE000UZZ5D45,Amundi MSCI World Small Cap ESG Broad Transition UCITS ETF Acc,WMFS,168.0,equity,USD,Ireland,False,Accumulating,0.25,1806.0,MSCI World Small Cap ESG Broad CTB Select,,EUR 392 m,13.05%,+36.77%,-,-
IE000UZZ5SU2,JPMorgan Active US Growth UCITS ETF EUR Hedged (acc),JPGH,9.0,equity,EUR,Ireland,True,Accumulating,0.49,102.0,JPMorgan Active US Growth (EUR Hedged),,EUR 9 m,16.20%,+29.22%,-,-
IE000V0GDVU7,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C,XG11,6.0,equity,USD,Ireland,False,Accumulating,0.35,134.0,MSCI ACWI IMI SDG 11 Sustainable Cities and Communities Select,,EUR 6 m,13.53%,+24.91%,+21.95%,-
IE000V93BNU0,Invesco MSCI World ESG Climate Paris Aligned UCITS ETF Acc,PAUD,24.0,equity,USD,Ireland,False,Accumulating,0.19,326.0,MSCI World ESG Climate Paris Aligned Benchmark Select,,EUR 29 m,11.32%,+20.90%,+41.21%,-
IE000VAZZYM3,JPMorgan US Hedged Equity Laddered Overlay Active UCITS ETF USD (Acc),HEOL,7.0,equity,USD,Ireland,False,Accumulating,0.5,151.0,J.P. Morgan US Hedged Equity Laddered Overlay Active,,EUR 8 m,-,-,-,-
IE000VMAR5O6,Xtrackers Europe Biodiversity Focus SRI UCITS ETF 1C,XBEE,9.0,equity,EUR,Ireland,False,Accumulating,0.3,284.0,ISS STOXX® Europe 600 Biodiversity Focus SRI,,EUR 10 m,12.60%,+27.53%,-,-
IE000VML2GZ3,Amundi MSCI USA ESG Leaders Extra UCITS ETF DR USD (A),MWOJ,283.0,equity,USD,Ireland,False,Accumulating,0.1,307.0,MSCI USA Select ESG Rating and Trend Leaders,,EUR 296 m,14.47%,+30.76%,+64.40%,-
IE000VXC51U5,Xtrackers MSCI AC World Screened UCITS ETF 2C - EUR Hedged,XMAE,67.0,equity,EUR,Ireland,True,Accumulating,0.37,1880.0,MSCI ACWI Select Screened (EUR Hedged),,EUR 86 m,10.82%,+34.72%,+63.49%,-
IE000W080FK3,HSBC MSCI EMERGING MARKETS SMALL CAP SCREENED UCITS ETF USD (Acc),H41F,41.0,equity,USD,Ireland,False,Accumulating,0.35,894.0,MSCI Emerging Markets Small Cap Universal Screens,,EUR 46 m,15.67%,+50.99%,+57.43%,-
IE000W6L2AI3,Xtrackers MSCI EMU Climate Transition UCITS ETF 1C,XCEU,14.0,equity,EUR,Ireland,False,Accumulating,0.12,174.0,MSCI EMU Select Sustainability Screened CTB,,EUR 17 m,13.72%,+25.38%,+45.61%,-
IE000W85O7M4,JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),JUIE,8.0,equity,EUR,Ireland,False,Accumulating,0.2,240.0,JP Morgan US Research Enhanced Index Equity (ESG),,EUR 12 m,13.15%,+31.14%,-,-
IE000W8HP9L8,BNP Paribas Easy MSCI World Min TE UCITS ETF EUR Acc,ASRY,400.0,equity,EUR,Ireland,False,Accumulating,0.16,1025.0,MSCI World Select Filtered Min TE,,EUR 436 m,11.40%,+29.90%,-,-
IE000W95TAE6,JPMorgan Carbon Transition Global Equity (CTB) UCITS ETF EUR Hedged (acc),JPCE,7.0,equity,EUR,Ireland,True,Accumulating,0.19,359.0,Solactive JP Morgan Asset Management Carbon Transition Global Equity (EUR Hedged),,EUR 9 m,11.70%,+30.04%,+57.86%,-
IE000WDG5795,iShares Lithium & Battery Producers UCITS ETF USD (Acc),QP70,30.0,equity,USD,Ireland,False,Accumulating,0.55,65.0,STOXX Global Lithium and Battery Producers,,EUR 42 m,26.51%,+137.03%,-,-
